timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1665959287005,100,Rannger-0,301,Moved Permanently,Thread Group 1-5,,true,,387,127,8,8,http://rangers-bikes.firebaseapp.com/,100,0,52
1665959287105,49,Rannger-1,200,OK,Thread Group 1-5,text,true,,3618,127,8,8,https://rangers-bikes.firebaseapp.com/,47,0,0
1665959287029,145,About,404,Not Found,Thread Group 1-4,text,false,,11596,264,8,8,https://rangers-bikes.firebaseapp.com/about,93,0,46
1665959287029,93,About-0,301,Moved Permanently,Thread Group 1-4,,true,,392,132,8,8,http://rangers-bikes.firebaseapp.com/about,93,0,46
1665959287122,52,About-1,404,Not Found,Thread Group 1-4,text,false,,11204,132,8,8,https://rangers-bikes.firebaseapp.com/about,44,0,0
1665959287059,147,Bikes,404,Not Found,Thread Group 1-6,text,false,,11599,270,8,8,https://rangers-bikes.firebaseapp.com/allbikes,94,0,47
1665959287059,94,Bikes-0,301,Moved Permanently,Thread Group 1-6,,true,,395,135,8,8,http://rangers-bikes.firebaseapp.com/allbikes,94,0,47
1665959287153,53,Bikes-1,404,Not Found,Thread Group 1-6,text,false,,11204,135,8,8,https://rangers-bikes.firebaseapp.com/allbikes,47,0,0
1665959287071,160,About,404,Not Found,Thread Group 1-1,text,false,,11596,264,9,9,https://rangers-bikes.firebaseapp.com/about,92,0,46
1665959287071,92,About-0,301,Moved Permanently,Thread Group 1-1,,true,,392,132,9,9,http://rangers-bikes.firebaseapp.com/about,92,0,46
1665959287164,67,About-1,404,Not Found,Thread Group 1-1,text,false,,11204,132,9,9,https://rangers-bikes.firebaseapp.com/about,47,0,0
1665959287085,149,About,404,Not Found,Thread Group 1-7,text,false,,11595,264,9,9,https://rangers-bikes.firebaseapp.com/about,94,0,47
1665959287085,94,About-0,301,Moved Permanently,Thread Group 1-7,,true,,392,132,9,9,http://rangers-bikes.firebaseapp.com/about,94,0,47
1665959287179,55,About-1,404,Not Found,Thread Group 1-7,text,false,,11203,132,9,9,https://rangers-bikes.firebaseapp.com/about,51,0,0
1665959287083,155,About,404,Not Found,Thread Group 1-3,text,false,,11595,264,9,9,https://rangers-bikes.firebaseapp.com/about,96,0,49
1665959287083,96,About-0,301,Moved Permanently,Thread Group 1-3,,true,,392,132,9,9,http://rangers-bikes.firebaseapp.com/about,96,0,49
1665959287179,59,About-1,404,Not Found,Thread Group 1-3,text,false,,11203,132,9,9,https://rangers-bikes.firebaseapp.com/about,51,0,0
1665959287014,258,Rannger,200,OK,Thread Group 1-8,text,true,,4005,254,9,9,https://rangers-bikes.firebaseapp.com/,109,0,55
1665959287014,109,Rannger-0,301,Moved Permanently,Thread Group 1-8,,true,,387,127,9,9,http://rangers-bikes.firebaseapp.com/,109,0,55
1665959287124,148,Rannger-1,200,OK,Thread Group 1-8,text,true,,3618,127,9,9,https://rangers-bikes.firebaseapp.com/,147,0,99
1665959287126,166,About,404,Not Found,Thread Group 1-2,text,false,,11596,264,9,9,https://rangers-bikes.firebaseapp.com/about,103,0,47
1665959287126,103,About-0,301,Moved Permanently,Thread Group 1-2,,true,,392,132,9,9,http://rangers-bikes.firebaseapp.com/about,103,0,47
1665959287230,62,About-1,404,Not Found,Thread Group 1-2,text,false,,11204,132,9,9,https://rangers-bikes.firebaseapp.com/about,53,0,0
1665959287155,149,About,404,Not Found,Thread Group 1-5,text,false,,11596,264,9,9,https://rangers-bikes.firebaseapp.com/about,95,0,47
1665959287155,95,About-0,301,Moved Permanently,Thread Group 1-5,,true,,392,132,9,9,http://rangers-bikes.firebaseapp.com/about,95,0,47
